,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
ceremonious,0.2812499996142399,0.03125000006871708,0.031250000080556395,0.03125000020200398,0.0312500000758332,0.03125000004142143,0.031250000074439586,0.5312499998427884
ceremony,0.012500000009875036,0.31250027439228384,0.012500000032686377,0.012500000082016528,0.012500000030787193,0.13733292810287484,0.11250002311501361,0.38766677423446266
certain,0.221786928006656,0.08445951718092971,0.003378378389201592,0.0033783784055306217,0.08445952557962604,0.16554059228634457,0.08445952392483627,0.3525371562268752
certainly,0.2812498903503125,0.031250000048906254,0.28125011557154556,0.031250000143965194,0.03125000005404038,0.2812499937688052,0.03125000005302718,0.031250000009397615
certainties,0.06250000003559864,0.06250000010025915,0.06250000011755703,0.06250000029470147,0.06250000011070266,0.06250000006049064,0.06250000010876527,0.5624999991719253
certainty,0.34699703119317526,0.006250000016828736,0.006250000019754769,0.0062500000495478375,0.05625000921920769,0.10625000698841548,0.056250008658896594,0.4155029438541737
certificate,0.03138808076524126,0.031250000096654657,0.031250000113573255,0.031250000284339385,0.03125000010666258,0.28125012631196034,0.03125000010484643,0.531111792216722
certificates,0.06250000003763835,0.06250000010602015,0.06250000012462749,0.06250000031200152,0.06250000011716246,0.06250000006408207,0.06250000011494103,0.562499999123527
certified,0.562499999588452,0.06250000005080945,0.06250000005964192,0.06250000014938498,0.06250000005615673,0.062500000030657,0.06250000005508795,0.06250000000981003
cetaceans,0.5624999995407701,0.06250000005668907,0.06250000006649724,0.06250000016675925,0.06250000006265541,0.06250000003423298,0.06250000006146754,0.06250000001092842
chafed,0.06250000000591627,0.06250000001666006,0.06250000001955255,0.06250000004904599,0.06250000001840293,0.0625000000100526,0.5624999998771517,0.06250000000321784
chain,0.26950779769698535,0.01562500003753703,0.015625000043985673,0.015625000110358566,0.14062508592014653,0.015634731159564142,0.015625000040667518,0.5117323849907551
chair,0.07958029020997363,0.1527779725040213,0.04166664955527204,0.0046296296742682295,0.04166664902021817,0.263889070814103,0.04166664880866849,0.3741230894134753
chairs,0.11429029854297089,0.012500000038828457,0.11250007631535079,0.012500000114242085,0.012500000042864853,0.3125001941437972,0.11250006876837575,0.31070936203356997
chalice,0.0625000000352684,0.06250000009913888,0.06250000011642153,0.0625000002915262,0.0625000001095485,0.06250000005988728,0.06250000010751337,0.5624999991806958
chalk,0.02500086050694564,0.02500000003283186,0.02500000003846489,0.025000000096497922,0.025000000036234333,0.025000000019769493,0.025000000035570777,0.8249991392336851
challenge,0.020833333346128947,0.18750006281015208,0.02083333337571965,0.020833333439614188,0.02083333337322759,0.020833333355108473,0.18750006985391737,0.5208332004461317
challenged,0.06250000001051889,0.06250000002962332,0.06250000003479468,0.06250000008713733,0.06250000003271283,0.5624999997673799,0.06250000003211321,0.0625000000057199
challenging,0.06251155120438665,0.06250000011863072,0.06250000013893899,0.0625000003482954,0.06250000013086551,0.0625000000714732,0.06250000012862593,0.5624884478587836
chamber,0.06250000003812228,0.06250000010733922,0.06250000012574364,0.06250000031530609,0.06250000011846649,0.06250000006468305,0.06250000011624761,0.5624999991140915
chambermaids,0.06250000003763835,0.06250000010602015,0.06250000012462749,0.06250000031200152,0.06250000011716246,0.06250000006408207,0.06250000011494103,0.562499999123527
chamberpot,0.017884578249063598,0.017857142893875303,0.01785714290027826,0.01785714296523402,0.017857142897697104,0.16071430349534577,0.0178571428969948,0.7321154037015112
chamberpots,0.1613687707975866,0.01250000003167533,0.1125000651932747,0.012500000093235064,0.012500000034969462,0.21250007466998055,0.01250000003437704,0.46363108914490136
chamberpotwhich,0.0625000000359659,0.06250000010128619,0.06250000011894281,0.06250000029794597,0.06250000011197229,0.06250000006118246,0.06250000010980078,0.5624999991629036
chameleon,0.06250000001042742,0.06250000002935131,0.06250000003443781,0.06250000008637782,0.0625000000324593,0.5624999997694712,0.06250000003181579,0.06250000000565932
champagne,0.009615384619120825,0.009615384625925719,0.009615384627763747,0.009615384646413642,0.009615384627033636,0.009615384621742926,0.00961538462682416,0.9326923076051753
chance,0.1985720731199812,0.08173081650051994,0.004807692323619606,0.0048076923476507915,0.1201924310777993,0.213743744113519,0.043269209571934884,0.33287634094497526
chancre,0.5624563423639043,0.06250000007573521,0.06250000008896649,0.0625000002225363,0.06250000008350769,0.06250000004568443,0.06250000008217338,0.06254365703749223
chancy,0.06250000003763835,0.06250000010602015,0.06250000012462749,0.06250000031200152,0.06250000011716246,0.06250000006408207,0.06250000011494103,0.562499999123527
change,0.23316146701283721,0.007812500018080796,0.07031252088124204,0.00781250005322083,0.07031251871353854,0.007812500010898204,0.007812500019601043,0.5949634932905814
changes,0.20218116772853853,0.07031250780932725,0.00781250002051764,0.007812500051455397,0.007812500019306988,0.00781250001053404,0.13281259931151831,0.5634437250488018
changing,0.017884578247481,0.16071435600861028,0.017857142897162344,0.017857142957454716,0.01785714289477752,0.017857142877692106,0.017857142894105997,0.7321153512227159
channel,0.0625000000352684,0.06250000009913888,0.06250000011642153,0.0625000002915262,0.0625000001095485,0.06250000005988728,0.06250000010751337,0.5624999991806958
chanted,0.02500000002022016,0.22500012135990924,0.025000000066893038,0.025000000167749593,0.22500013617867173,0.025034234334197762,0.025000000061800327,0.42496550781055825
chanting,0.5624999995183712,0.06250000005958069,0.0625000000697597,0.06250000017483918,0.06250000006564985,0.06250000003589339,0.06250000006443539,0.06250000001147085
chaotic,0.06250000005740365,0.06250000016194693,0.06250000018900985,0.06250000047379951,0.06250000017835212,0.06271164571946328,0.06250000017487779,0.5622883530451468
chapel,0.06250000003559864,0.06250000010025915,0.06250000011755703,0.06250000029470147,0.06250000011070266,0.06250000006049064,0.06250000010876527,0.5624999991719253
character,0.1718749220661845,0.21354193060616514,0.005208333351185323,0.0052083333781122116,0.0885417340039318,0.05059444185436031,0.04687498358797131,0.41815532115208937
characteristic,0.562499999588452,0.06250000005080945,0.06250000005964192,0.06250000014938498,0.06250000005615673,0.062500000030657,0.06250000005508795,0.06250000000981003
characteristics,0.06250000003812228,0.06250000010733922,0.06250000012574364,0.06250000031530609,0.06250000011846649,0.06250000006468305,0.06250000011624761,0.5624999991140915
characterize,0.06250000001042742,0.06250000002935131,0.06250000003443781,0.06250000008637782,0.0625000000324593,0.5624999997694712,0.06250000003181579,0.06250000000565932
characters,0.06250000001051889,0.06250000002962332,0.06250000003479468,0.06250000008713733,0.06250000003271283,0.5624999997673799,0.06250000003211321,0.0625000000057199
charcoal,0.04166666668680395,0.041666666723448334,0.04166666673338738,0.04166666683380216,0.04166666672943095,0.04166666670096274,0.041666666728226956,0.7083333328639376
charge,0.08099881520244091,0.1517858631116865,0.008928571459914622,0.008928571507199534,0.0803571729556924,0.25311754491419064,0.008928571457526405,0.40695488939134905
charged,0.06251155120438665,0.06250000011863072,0.06250000013893899,0.0625000003482954,0.06250000013086551,0.0625000000714732,0.06250000012862593,0.5624884478587836
charges,0.04166666669807876,0.041666666755376836,0.041666666770209485,0.041666666926297,0.0416666667643682,0.041782093136922015,0.041666666762463986,0.7082179061862837
charitable,0.22499998481928113,0.02500000006728819,0.025000000078908794,0.025000000197927166,0.02500000007432994,0.22500007097292504,0.025000000072915248,0.4249999437164246
charity,0.017857142869503816,0.0178571428920451,0.01785714289812429,0.017857142959901345,0.017857142895701554,0.16071428003443106,0.16071436002469683,0.589285645425596
charlatan,0.062500000005662,0.562499999881117,0.06250000001869889,0.06250000004693641,0.06250000001761837,0.06250000000961976,0.06250000001727339,0.06250000000307432
charm,0.42500004246876777,0.02500000006326059,0.025000000074273263,0.025000000186182623,0.22500016499841638,0.025000000038164064,0.025000000068666026,0.22499979210226922
charmers,0.06250000000620352,0.06250000001747945,0.5624999998726282,0.06250000005150781,0.0625000000193109,0.06250000001055217,0.06250000001895288,0.062500000003365
charms,0.025000000012051705,0.025000000034012353,0.025000000039866594,0.02500000009993277,0.025000000037545385,0.025015433928387436,0.025000000036827945,0.8249845658113758
chase,0.06251155120438666,0.06250000011863072,0.06250000013893899,0.0625000003482954,0.06250000013086551,0.0625000000714732,0.06250000012862593,0.5624884478587836
chased,0.2812500152599091,0.031250000083608356,0.03125000009781558,0.03125000024529898,0.03125000009216129,0.03129279292351162,0.03125000009044178,0.5312071912072533
chasing,0.0625000000359659,0.06250000010128619,0.06250000011894281,0.06250000029794597,0.06250000011197229,0.06250000006118246,0.06250000010980078,0.5624999991629036
chaste,0.06250000000597732,0.06250000001685209,0.06250000001976419,0.06250000004957482,0.5624999998761745,0.06250000001016465,0.06250000001824907,0.06250000000324342
chastity,0.37500004533172787,0.04166666677683241,0.0416666667959219,0.04166666699074989,0.04166666678835294,0.04166666673311818,0.04166666678617059,0.37499995379712625
chat,0.37500003989073993,0.04166666676594548,0.041666666783090764,0.04166666695853175,0.04166666677626665,0.04166666672655181,0.04166666677419815,0.3749999593246755
chatted,0.062500000005662,0.562499999881117,0.06250000001869889,0.06250000004693641,0.06250000001761837,0.06250000000961976,0.06250000001727339,0.06250000000307432
chatter,0.06250000001051889,0.06250000002962332,0.06250000003479468,0.06250000008713733,0.06250000003271283,0.5624999997673799,0.06250000003211321,0.0625000000057199
chattering,0.041669829658902174,0.041666666726903626,0.0416666667373088,0.041666666843747924,0.04166666673318564,0.04166666670298762,0.04166666673197667,0.7083301698649875
chatting,0.04166666666976348,0.7083333332682152,0.04166666667690965,0.04166666669238804,0.041666666676317354,0.04166666667193292,0.041666666676128256,0.04166666666834504
chatty,0.5624999994726286,0.06250000006509,0.06250000007642637,0.06250000019152394,0.0625000000719273,0.06250000003928717,0.06250000007059117,0.06250000001252534
chauffeur,0.7083333331078785,0.04166666669449853,0.04166666669934004,0.041666666748532685,0.04166666669742965,0.04166666668345198,0.04166666669684379,0.041666666672024705
cheap,0.03125148143920903,0.031250000041811166,0.031250000049074876,0.03125000012299739,0.031250000046184785,0.03125000002522235,0.03125000004533319,0.7812485182301672
cheat,0.06250000003812228,0.06250000010733922,0.06250000012574364,0.06250000031530609,0.06250000011846649,0.06250000006468305,0.06250000011624761,0.5624999991140915
check,0.06250000000591627,0.06250000001666006,0.06250000001955255,0.06250000004904599,0.06250000001840293,0.0625000000100526,0.5624999998771517,0.06250000000321784
checked,0.041666666694577775,0.041666666745374496,0.04166666675908698,0.04166666689829617,0.37500021567581393,0.04166666671418037,0.041666666751982204,0.37499978376068804
checker,0.062500000005662,0.562499999881117,0.06250000001869889,0.06250000004693641,0.06250000001761837,0.06250000000961976,0.06250000001727339,0.06250000000307432
checkered,0.5624563423640742,0.06250000007573521,0.06250000008896649,0.0625000002225363,0.06250000008350769,0.06250000004568443,0.06250000008217338,0.06254365703732238
checkers,0.36577647048294315,0.18750011752576382,0.020833333394179074,0.02083333348590987,0.020833333390595038,0.02083333336460088,0.020833333389544635,0.34255674496646354
cheek,0.0416666666944842,0.041666666745108494,0.37500022652655435,0.041666666897422294,0.0416666667532918,0.04166666671397797,0.04166666675176153,0.3749997729173995
cheekbones,0.303571408552573,0.16071437193243224,0.16071439053076456,0.01785714298918465,0.017857142906700263,0.017857142884192132,0.01785714290575435,0.3035712572983988
cheeks,0.30119201868591083,0.03125000009571396,0.28125028890574344,0.03125000028141485,0.03125000010566202,0.031250000057678425,0.03125000010378674,0.2613076917640897
cheered,0.04166666669580438,0.37500020681471746,0.04166666676290988,0.04166666690810987,0.0416666667573381,0.041666666716150075,0.04166666675562886,0.37499979258934124
cheers,0.06250000003812228,0.06250000010733922,0.06250000012574364,0.06250000031530609,0.06250000011846649,0.06250000006468305,0.06250000011624761,0.5624999991140915
cheese,0.041666666685201414,0.041666666718903615,0.04166666672800168,0.04166666682038825,0.04166666672441216,0.04166666669820906,0.04166666672329947,0.7083333329015845
chemists,0.5624999995407701,0.06250000005668907,0.06250000006649724,0.06250000016675925,0.06250000006265541,0.06250000003423298,0.06250000006146754,0.06250000001092842
cherry,0.06250000001051889,0.06250000002962332,0.06250000003479468,0.06250000008713733,0.06250000003271283,0.5624999997673799,0.06250000003211321,0.0625000000057199
chess,0.06251155120438665,0.06250000011863072,0.06250000013893899,0.0625000003482954,0.06250000013086551,0.0625000000714732,0.06250000012862593,0.5624884478587836
chest,0.18174301653517497,0.09239136139631385,0.005434782623854086,0.0054347826467344455,0.005434782622973246,0.005436576444995424,0.09239136754696624,0.6117333301829877
chestnut,0.25390620230465494,0.16015642007833333,0.0039062500127113224,0.003906250031886409,0.066406276515402,0.12978010753199282,0.09765633048707596,0.2842821630379433
chests,0.28125000701743474,0.03125000007240632,0.03125000008487668,0.031250000212939125,0.03125000007996404,0.031250000043641805,0.03125000007845789,0.5312499924102794
chewed,0.041666666694366784,0.37500019478546803,0.041666666758376,0.04166666689653646,0.041666666753008626,0.04166666671381634,0.041666666751330975,0.3749998046470967
chewing,0.2249997864291456,0.025000000032503696,0.02500000003815283,0.025000000095674407,0.2250000248848399,0.025000000019594616,0.4250001884938495,0.025000000006239448
chick,0.03125000001867408,0.03125000005264323,0.03125000006182604,0.03125000015492784,0.031250000058172155,0.2812500473476894,0.03125000005711787,0.5312499522489493
chicken,0.4010350622846489,0.01250000003077198,0.01250000003612755,0.0125000000906128,0.012500000034011336,0.11249995789617591,0.2125001963910592,0.22396478323659225
chickenhead,0.041666666684057246,0.04166666671565633,0.041666666724174,0.0416666668108266,0.04166666672081585,0.041666666696250076,0.04166666671978078,0.708333332928439
chickens,0.02505000556662232,0.025000000045091435,0.025000000052943054,0.025000000132606663,0.02500000004976393,0.025000000027182577,0.025000000048927645,0.8249499940768623
chief,0.5312501247019024,0.03125000009037727,0.031250000105584555,0.03125000026477719,0.03125000009955411,0.28118028446238497,0.031250000097639764,0.03131959017777993
childbirth,0.06250000003763835,0.06250000010602015,0.06250000012462749,0.06250000031200152,0.06250000011716246,0.06250000006408207,0.06250000011494103,0.562499999123527
childhood,0.12721901440165345,0.15625013647176839,0.006250000017382833,0.006250000043598325,0.006250000016365044,0.11463989241082902,0.006250000016059305,0.5768909566223437
childish,0.03125000001799427,0.031250000050779325,0.03125000005961591,0.03125000014945022,0.2812501276887277,0.03125000003064031,0.03125000005506003,0.5312498719477322
childlike,0.041850857973660144,0.04166666679117248,0.04166666681260106,0.04166666703209932,0.041666666803899445,0.04172374325570187,0.041666666801534226,0.7080920645293315
chili,0.041674367477427254,0.04166666676526243,0.041666666782192274,0.0416666669563899,0.041666666775490954,0.3750001303627795,0.04166666677356889,0.37499216810688885
chill,0.03125000001383381,0.03125000003901009,0.031250000045731405,0.03125000011470743,0.031250000043076064,0.03125000002351051,0.03125000004226381,0.7812499996778669
chimerical,0.041666666698653224,0.04166666675685701,0.041666666772652905,0.0416666669321956,0.041666666766357205,0.37500011568850394,0.04166666676444724,0.37499988362033293
chin,0.04167436747595735,0.04166666675735459,0.3750002690047962,0.04166666693314997,0.041666666766732086,0.04166666672129805,0.041666666765000346,0.37499202957571137
china,0.06250000003559864,0.06250000010025915,0.06250000011755703,0.06250000029470147,0.06250000011070266,0.06250000006049064,0.06250000010876527,0.5624999991719253
chinaware,0.031250000007787784,0.03125000002197567,0.5312501129821606,0.03125000006472216,0.03125000002427337,0.2812498868710327,0.03125000002382637,0.03125000000422134
chinese,0.5390804040032366,0.020833333378323892,0.02083333338610997,0.020833333465639123,0.020833333382996453,0.020833333360451425,0.020833333382090046,0.33591959564115237
chinks,0.5624999995183712,0.06250000005958069,0.0625000000697597,0.06250000017483918,0.06250000006564985,0.06250000003589339,0.06250000006443539,0.06250000001147085
chipping,0.06250000000597732,0.06250000001685209,0.06250000001976419,0.06250000004957482,0.5624999998761745,0.06250000001016465,0.06250000001824907,0.06250000000324342
chocolate,0.02083333334478135,0.5208336551698746,0.020833333371281296,0.02083333342848523,0.020833333369041526,0.020833333352832602,0.020833333368383028,0.35416634459532054
chocolatecolored,0.062500000005662,0.562499999881117,0.06250000001869889,0.06250000004693641,0.06250000001761837,0.06250000000961976,0.06250000001727339,0.06250000000307432
choice,0.04166666669411278,0.04166666674394295,0.041666666757406115,0.041666666894016324,0.3750002108589947,0.04166666671331692,0.04166666675045727,0.3749997885877529
choose,0.02500118515314794,0.22500008174450384,0.02500000004522676,0.025000000113429975,0.025000000042584767,0.025000000023241813,0.02500000004183468,0.6249987328360302
chopped,0.3749999425900972,0.04166666672977162,0.04166666674077678,0.041666666852403576,0.04166666673638951,0.37500005693666943,0.041666666735099014,0.041666666678792916
chopping,0.5624999994726286,0.06250000006509,0.06250000007642637,0.06250000019152394,0.0625000000719273,0.06250000003928717,0.06250000007059117,0.06250000001252534
chords,0.06250000001042742,0.06250000002935131,0.06250000003443781,0.06250000008637782,0.0625000000324593,0.5624999997694712,0.06250000003181579,0.06250000000565932
chore,0.041666666694366784,0.37500019478546803,0.041666666758376,0.04166666689653646,0.041666666753008626,0.04166666671381634,0.041666666751330975,0.3749998046470967
chorea,0.5624999994726286,0.06250000006509,0.06250000007642637,0.06250000019152394,0.0625000000719273,0.06250000003928717,0.06250000007059117,0.06250000001252534
chores,0.42500009489782703,0.025000000073652558,0.025000000086365583,0.025000000216651563,0.025000000081350348,0.22500007425317933,0.025000000079809914,0.22499983031116377
chorus,0.28125001505753733,0.03125000008337805,0.03125000009758214,0.03125000024464621,0.03125000009192402,0.031292792923352054,0.031250000090184415,0.5312071914113957
chose,0.37500003989073993,0.04166666676594548,0.041666666783090764,0.04166666695853175,0.04166666677626665,0.04166666672655181,0.04166666677419815,0.3749999593246755
chosen,0.28124995158076177,0.03125000008625619,0.03125000010125764,0.0312500002538463,0.2812502425177685,0.03125000005205862,0.03125000009353116,0.2812498053145199
christened,0.06251155120438665,0.06250000011863072,0.06250000013893899,0.0625000003482954,0.06250000013086551,0.0625000000714732,0.06250000012862593,0.5624884478587836
christening,0.0625000000352684,0.06250000009913888,0.06250000011642153,0.0625000002915262,0.0625000001095485,0.06250000005988728,0.06250000010751337,0.5624999991806958
christian,0.041666666677733145,0.04166666669786636,0.37500004733031805,0.041666666758569594,0.04166666670115931,0.3749999524611997,0.04166666670049163,0.041666666672662056
christianize,0.062500000005662,0.562499999881117,0.06250000001869889,0.06250000004693641,0.06250000001761837,0.06250000000961976,0.06250000001727339,0.06250000000307432
christians,0.0625000000352684,0.06250000009913888,0.06250000011642153,0.0625000002915262,0.0625000001095485,0.06250000005988728,0.06250000010751337,0.5624999991806958
christmas,0.04166666668614425,0.0416666667215879,0.04166666673106973,0.041666666828171404,0.0416666667273125,0.0416666666997888,0.04166666672625052,0.7083333328796748
church,0.11228802709963982,0.43303629722916637,0.04017852909009992,0.004464285750992991,0.004464285728060384,0.047461279433529194,0.004464285727803278,0.3536430099407079
churches,0.5624563423640802,0.06250000007573521,0.06250000008896649,0.0625000002225363,0.06250000008350769,0.06250000004568443,0.06250000008217338,0.06254365703731642
cinch,0.062500000005662,0.562499999881117,0.06250000001869889,0.06250000004693641,0.06250000001761837,0.06250000000961976,0.06250000001727339,0.06250000000307432
cinema,0.06250000000591627,0.06250000001666006,0.06250000001955255,0.06250000004904599,0.06250000001840293,0.0625000000100526,0.5624999998771517,0.06250000000321784
cinnabar,0.5624999995407701,0.06250000005668907,0.06250000006649724,0.06250000016675925,0.06250000006265541,0.06250000003423298,0.06250000006146754,0.06250000001092842
cipher,0.06250000003763835,0.06250000010602015,0.06250000012462749,0.06250000031200152,0.06250000011716246,0.06250000006408207,0.06250000011494103,0.562499999123527
circle,0.14426138970674446,0.006944444463690961,0.06250001936955087,0.006944444501092555,0.006944444465697385,0.1736111834872543,0.06250001648227797,0.5362940575236915
circled,0.5624999994726286,0.06250000006509,0.06250000007642637,0.06250000019152394,0.0625000000719273,0.06250000003928717,0.06250000007059117,0.06250000001252534
circulation,0.06250000003559864,0.06250000010025915,0.06250000011755703,0.06250000029470147,0.06250000011070266,0.06250000006049064,0.06250000010876527,0.5624999991719253
circumcised,0.062500000005662,0.562499999881117,0.06250000001869889,0.06250000004693641,0.06250000001761837,0.06250000000961976,0.06250000001727339,0.06250000000307432
circumstance,0.04166666670156028,0.375000242643636,0.04166666678172814,0.04166666695522516,0.04166666677521946,0.37490654946066865,0.041666666773102545,0.041759873908859636
circumstances,0.00833848781297765,0.0750000127831786,0.008333333351759712,0.008333333379552402,0.07500001572836351,0.008334936652745987,0.008333333350357656,0.8083265469410645
circus,0.2604166568283695,0.010416666688592332,0.01041666669241198,0.010416666731220518,0.010416666690896524,0.010416666679886456,0.09375003507599593,0.5937499746126268
cistern,0.02511046801042636,0.025000000070946195,0.025000000083363835,0.025000000208739805,0.02500000007828994,0.0250000000427839,0.42500050703491465,0.4248890244705352
cities,0.04166666670900409,0.041666666786217145,0.3750003683794962,0.041666667016805214,0.04166666679837495,0.0418077874688006,0.04166666679582005,0.3748585100454818
citizen,0.06250000001042742,0.06250000002935131,0.06250000003443781,0.06250000008637782,0.0625000000324593,0.5624999997694712,0.06250000003181579,0.06250000000565932
city,0.3502692913042069,0.006944444462257757,0.06250002077332467,0.006944444496905411,0.006944444464126232,0.062499962222839836,0.006944444463764889,0.4969529478125742
civil,0.37058442056172297,0.20833351920589407,0.008333333356032193,0.008333333390259054,0.008333333354704708,0.008340547171785551,0.008333333354311084,0.37940817960529033
civilian,0.06251155120438665,0.06250000011863072,0.06250000013893899,0.0625000003482954,0.06250000013086551,0.0625000000714732,0.06250000012862593,0.5624884478587836
civilians,0.04167299667398565,0.04166666673165644,0.04166666674278832,0.04166666685754613,0.04166666673836289,0.04166666670580726,0.041666666737135274,0.708327002812718
civilization,0.5624999995407701,0.06250000005668907,0.06250000006649724,0.06250000016675925,0.06250000006265541,0.06250000003423298,0.06250000006146754,0.06250000001092842
claimed,0.5624999995183712,0.06250000005958069,0.0625000000697597,0.06250000017483918,0.06250000006564985,0.06250000003589339,0.06250000006443539,0.06250000001147085
clairvoyance,0.42500005212344266,0.025000000051170892,0.025000000060092797,0.025000000150604804,0.025000000056555335,0.025000000030872018,0.02500000005555416,0.4249999474717073
clairvoyant,0.03125000002306312,0.03125000006507098,0.031250000076483216,0.031250000191606196,0.03125000007191607,0.5312502246294857,0.031250000070549816,0.28124977487182484
clamor,0.0625000000352684,0.06250000009913888,0.06250000011642153,0.0625000002915262,0.0625000001095485,0.06250000005988728,0.06250000010751337,0.5624999991806958
clams,0.0625000000359659,0.06250000010128619,0.06250000011894281,0.06250000029794597,0.06250000011197229,0.06250000006118246,0.06250000010980078,0.5624999991629036
clandestine,0.06250000001051889,0.06250000002962332,0.06250000003479468,0.06250000008713733,0.06250000003271283,0.5624999997673799,0.06250000003211321,0.0625000000057199
clarified,0.5624563423640915,0.06250000007573521,0.06250000008896649,0.0625000002225363,0.06250000008350769,0.06250000004568443,0.06250000008217338,0.06254365703730504
clarify,0.06250000003374016,0.06250000009487813,0.06250000011143321,0.06250000027895809,0.0625000001048479,0.06250000005728822,0.06250000010306578,0.5624999992157885
clarity,0.3726085038558225,0.02500000004885632,0.025000000057377594,0.02500000014375738,0.025000000053971475,0.025000000029470594,0.025000000053041385,0.47739149575770295
clashes,0.062500000005662,0.562499999881117,0.06250000001869889,0.06250000004693641,0.06250000001761837,0.06250000000961976,0.06250000001727339,0.06250000000307432
class,0.03125237224736155,0.28125012634240937,0.031250000063476585,0.03125000015914537,0.0312500000597423,0.03125000003262365,0.031250000058652826,0.5312475010365882
classical,0.04166666668565979,0.041666666720201063,0.0416666667295597,0.04166666682424051,0.04166666672583464,0.04166666669900376,0.04166666672470828,0.7083333328907923
classify,0.04166666669713423,0.04166666675245083,0.04166666676742017,0.041666666919051715,0.041666666761450255,0.37500010723040644,0.041666666759693764,0.3749998921123926
classifying,0.0625000000359659,0.06250000010128619,0.06250000011894281,0.06250000029794597,0.06250000011197229,0.06250000006118246,0.06250000010980078,0.5624999991629036
classmates,0.0416666666856349,0.0416666667201131,0.041666666729391344,0.04166666682385654,0.04166666672570787,0.04166666669891111,0.04166666672468844,0.7083333328916968
classroom,0.18965591447364877,0.02083333339037878,0.02083333340002518,0.020833333500601896,0.020833333396188498,0.02087246071227751,0.020833333395002956,0.6853049577318764
clavichord,0.4464286322540627,0.01785714288916274,0.01785714289475079,0.01785714295137804,0.017857142892534174,0.01785714287645307,0.017857142891906666,0.44642851034975184
clavichordist,0.562499999588452,0.06250000005080945,0.06250000005964192,0.06250000014938498,0.06250000005615673,0.062500000030657,0.06250000005508795,0.06250000000981003
claw,0.0416666667212167,0.041666666820702136,0.04166666684652993,0.041666667117692,0.04166666683635159,0.13130626172879364,0.3750004527966991,0.2853599511320149
claws,0.14062488313092414,0.1406250889062225,0.01562500005319192,0.01562500013344708,0.01562500005010421,0.3362926604972053,0.015625000049148442,0.3199573671797564
clay,0.06250000003812228,0.06250000010733922,0.06250000012574364,0.06250000031530609,0.06250000011846649,0.06250000006468305,0.06250000011624761,0.5624999991140915
clean,0.32837548078968054,0.006250000013679066,0.006250000016049365,0.0062500000402419984,0.006250000015102906,0.11541535415338489,0.006250000014825163,0.5249591649570361
cleaned,0.22499993169702137,0.025000000064591455,0.02500000007579132,0.025000000189996215,0.2250001738426945,0.025000000038950206,0.025000000069959293,0.4249998940209957
cleaner,0.0625000000352684,0.06250000009913888,0.06250000011642153,0.0625000002915262,0.0625000001095485,0.06250000005988728,0.06250000010751337,0.5624999991806958
cleaning,0.28125000239730014,0.03125000007136364,0.031250000083711996,0.03125000020984213,0.031250000078791404,0.031250000043032855,0.03125000007729144,0.5312499970386664
cleanse,0.06250000003763835,0.06250000010602015,0.06250000012462749,0.06250000031200152,0.06250000011716246,0.06250000006408207,0.06250000011494103,0.562499999123527
clear,0.2711206450444836,0.004464285727237879,0.18303597399463775,0.004464285752412181,0.04017854838710361,0.0824529157382178,0.040178548277711716,0.3741047970781955
cleared,0.26562497336512203,0.015625000041798634,0.14062509457330788,0.0156250001230093,0.015625000046162962,0.265625110652238,0.01562500004533325,0.2656248211530278
clearer,0.06250000003374016,0.06250000009487813,0.06250000011143321,0.06250000027895809,0.0625000001048479,0.06250000005728822,0.06250000010306578,0.5624999992157885
clearing,0.5208334328132569,0.020833333386910735,0.18750013986235783,0.020833333491064903,0.020833333392544784,0.02083333336566187,0.020833333391439533,0.1874997602967634
clearly,0.37500004376381296,0.04166666676957219,0.04166666678739491,0.04166666696913114,0.0416666667802648,0.041666666728720714,0.04166666677826708,0.3749999554228362
clears,0.025000000001845168,0.025000000005209393,0.8249999999620378,0.025000000015361897,0.02500000000575581,0.025000000003142606,0.025000000005648997,0.025000000000998283
cleaver,0.5624999994726286,0.06250000006509,0.06250000007642637,0.06250000019152394,0.0625000000719273,0.06250000003928717,0.06250000007059117,0.06250000001252534
clemency,0.3750000524723894,0.04166666677787957,0.041666666796935176,0.041666666993363126,0.04166666678934385,0.0416666667336506,0.04166666678705496,0.37499994664938335
clerical,0.06250000003812228,0.06250000010733922,0.06250000012574364,0.06250000031530609,0.06250000011846649,0.06250000006468305,0.06250000011624761,0.5624999991140915
clever,0.5624999995183712,0.06250000005958069,0.0625000000697597,0.06250000017483918,0.06250000006564985,0.06250000003589339,0.06250000006443539,0.06250000001147085
clicking,0.06250000003374016,0.06250000009487813,0.06250000011143321,0.06250000027895809,0.0625000001048479,0.06250000005728822,0.06250000010306578,0.5624999992157885
clientele,0.06250000000591627,0.06250000001666006,0.06250000001955255,0.06250000004904599,0.06250000001840293,0.0625000000100526,0.5624999998771517,0.06250000000321784
climate,0.3750000409832694,0.04166666676401775,0.04166666678091581,0.04166666695314514,0.041666666774270375,0.04166666672544488,0.041666666772219585,0.3749999582467171
climax,0.06250000001042742,0.06250000002935131,0.06250000003443781,0.06250000008637782,0.0625000000324593,0.5624999997694712,0.06250000003181579,0.06250000000565932
climb,0.04166666669429211,0.041666666744561646,0.0416666667580219,0.04166666689578049,0.04166666675268589,0.04166666671364432,0.375000209355172,0.3749997900858416
